SearchBayesianSkopt: New best config found. Config 0: {'topK': 602, 'shrink': 1217, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1438101527187219, 'tversky_beta': 1.1231954018014585} - results: ROC_AUC: 0.0815896, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0651342, RECALL: 0.0637252, MAP: 0.0276762, MRR: 0.0554131, NDCG: 0.0426106, F1: 0.0254995, HIT_RATE: 0.1593865, ARHR: 0.0599486, NOVELTY: 0.0049641, AVERAGE_POPULARITY: 0.0183915, DIVERSITY_MEAN_INTER_LIST: 0.9961212, DIVERSITY_HERFINDAHL: 0.9995928, COVERAGE_ITEM: 0.4816939, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0874544, DIVERSITY_GINI: 0.2099879, SHANNON_ENTROPY: 12.5937256, 
SearchBayesianSkopt: Config 614 is suboptimal. Config: {'topK': 1228, 'shrink': 1227, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6741089566852566, 'tversky_beta': 0.3921015673524969} - results: ROC_AUC: 0.0771217, PRECISION: 0.0149097, PRECISION_RECALL_MIN_DEN: 0.0613863, RECALL: 0.0600989, MAP: 0.0258969, MRR: 0.0522460, NDCG: 0.0400558, F1: 0.0238921, HIT_RATE: 0.1490973, ARHR: 0.0562247, NOVELTY: 0.0049819, AVERAGE_POPULARITY: 0.0183521, DIVERSITY_MEAN_INTER_LIST: 0.9954297, DIVERSITY_HERFINDAHL: 0.9995236, COVERAGE_ITEM: 0.4625987, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0833019, DIVERSITY_GINI: 0.1923735, SHANNON_ENTROPY: 12.4351642, 
SearchBayesianSkopt: Config 615 is suboptimal. Config: {'topK': 1641, 'shrink': 2626, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9540488803727356, 'tversky_beta': 0.06900939721549772} - results: ROC_AUC: 0.0755786, PRECISION: 0.0145797, PRECISION_RECALL_MIN_DEN: 0.0605922, RECALL: 0.0593963, MAP: 0.0257231, MRR: 0.0513865, NDCG: 0.0395933, F1: 0.0234125, HIT_RATE: 0.1457969, ARHR: 0.0552898, NOVELTY: 0.0049817, AVERAGE_POPULARITY: 0.0186057, DIVERSITY_MEAN_INTER_LIST: 0.9952210, DIVERSITY_HERFINDAHL: 0.9995028, COVERAGE_ITEM: 0.4558999, COVERAGE_ITEM_CORRECT: 0.0258710, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1869509, SHANNON_ENTROPY: 12.3848187, 
SearchBayesianSkopt: Config 616 is suboptimal. Config: {'topK': 494, 'shrink': 396, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.446476555597189, 'tversky_beta': 0.4043458735241522} - results: ROC_AUC: 0.0838322, PRECISION: 0.0161716, PRECISION_RECALL_MIN_DEN: 0.0671140, RECALL: 0.0657666, MAP: 0.0283879, MRR: 0.0570457, NDCG: 0.0437668, F1: 0.0259599, HIT_RATE: 0.1617162, ARHR: 0.0617079, NOVELTY: 0.0049609, AVERAGE_POPULARITY: 0.0183642, DIVERSITY_MEAN_INTER_LIST: 0.9964124, DIVERSITY_HERFINDAHL: 0.9996219, COVERAGE_ITEM: 0.4957844, COVERAGE_ITEM_CORRECT: 0.0288739, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0893419, DIVERSITY_GINI: 0.2232040, SHANNON_ENTROPY: 12.6943074, 
SearchBayesianSkopt: Config 617 is suboptimal. Config: {'topK': 300, 'shrink': 584, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2954480450258386, 'tversky_beta': 1.5114679684353016} - results: ROC_AUC: 0.0834302, PRECISION: 0.0162493, PRECISION_RECALL_MIN_DEN: 0.0673997, RECALL: 0.0659934, MAP: 0.0283478, MRR: 0.0559552, NDCG: 0.0437615, F1: 0.0260776, HIT_RATE: 0.1624927, ARHR: 0.0605524, NOVELTY: 0.0049588, AVERAGE_POPULARITY: 0.0183409, DIVERSITY_MEAN_INTER_LIST: 0.9964133, DIVERSITY_HERFINDAHL: 0.9996220, COVERAGE_ITEM: 0.5007892, COVERAGE_ITEM_CORRECT: 0.0290664, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0897194, DIVERSITY_GINI: 0.2255339, SHANNON_ENTROPY: 12.7036138, 
SearchBayesianSkopt: Config 618 is suboptimal. Config: {'topK': 1098, 'shrink': 745, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7915414511636993, 'tversky_beta': 1.3021704017996394} - results: ROC_AUC: 0.0784556, PRECISION: 0.0148903, PRECISION_RECALL_MIN_DEN: 0.0617164, RECALL: 0.0604790, MAP: 0.0261453, MRR: 0.0525474, NDCG: 0.0403868, F1: 0.0238970, HIT_RATE: 0.1489031, ARHR: 0.0565879, NOVELTY: 0.0049742, AVERAGE_POPULARITY: 0.0183820, DIVERSITY_MEAN_INTER_LIST: 0.9956922, DIVERSITY_HERFINDAHL: 0.9995499, COVERAGE_ITEM: 0.4635611, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0831760, DIVERSITY_GINI: 0.1945778, SHANNON_ENTROPY: 12.4678290, 
SearchBayesianSkopt: Config 619 is suboptimal. Config: {'topK': 586, 'shrink': 1085, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.35279764890743764, 'tversky_beta': 1.4560327057947626} - results: ROC_AUC: 0.0813132, PRECISION: 0.0159192, PRECISION_RECALL_MIN_DEN: 0.0653122, RECALL: 0.0639231, MAP: 0.0276324, MRR: 0.0550873, NDCG: 0.0426149, F1: 0.0254904, HIT_RATE: 0.1591924, ARHR: 0.0595284, NOVELTY: 0.0049698, AVERAGE_POPULARITY: 0.0183577, DIVERSITY_MEAN_INTER_LIST: 0.9959976, DIVERSITY_HERFINDAHL: 0.9995804, COVERAGE_ITEM: 0.4765351, COVERAGE_ITEM_CORRECT: 0.0282194, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0875802, DIVERSITY_GINI: 0.2065259, SHANNON_ENTROPY: 12.5648597, 
SearchBayesianSkopt: Config 620 is suboptimal. Config: {'topK': 185, 'shrink': 270, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2958833423617256, 'tversky_beta': 0.284352465738865} - results: ROC_AUC: 0.0876550, PRECISION: 0.0168123, PRECISION_RECALL_MIN_DEN: 0.0694358, RECALL: 0.0680411, MAP: 0.0289406, MRR: 0.0585627, NDCG: 0.0450039, F1: 0.0269624, HIT_RATE: 0.1681227, ARHR: 0.0635290, NOVELTY: 0.0049638, AVERAGE_POPULARITY: 0.0184578, DIVERSITY_MEAN_INTER_LIST: 0.9967397, DIVERSITY_HERFINDAHL: 0.9996546, COVERAGE_ITEM: 0.5260828, COVERAGE_ITEM_CORRECT: 0.0299904, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0928652, DIVERSITY_GINI: 0.2462650, SHANNON_ENTROPY: 12.8399682, 
SearchBayesianSkopt: Config 621 is suboptimal. Config: {'topK': 236, 'shrink': 2582, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.024724283220123107, 'tversky_beta': 1.9697924447404696} - results: ROC_AUC: 0.0866514, PRECISION: 0.0165599, PRECISION_RECALL_MIN_DEN: 0.0685680, RECALL: 0.0671488, MAP: 0.0288236, MRR: 0.0578263, NDCG: 0.0445954, F1: 0.0265678, HIT_RATE: 0.1655989, ARHR: 0.0625596, NOVELTY: 0.0049626, AVERAGE_POPULARITY: 0.0183527, DIVERSITY_MEAN_INTER_LIST: 0.9964691, DIVERSITY_HERFINDAHL: 0.9996276, COVERAGE_ITEM: 0.5025987, COVERAGE_ITEM_CORRECT: 0.0295284, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0923619, DIVERSITY_GINI: 0.2278875, SHANNON_ENTROPY: 12.7222197, 
SearchBayesianSkopt: Config 622 is suboptimal. Config: {'topK': 900, 'shrink': 257, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6236310012567104, 'tversky_beta': 0.5064885736599739} - results: ROC_AUC: 0.0800573, PRECISION: 0.0156474, PRECISION_RECALL_MIN_DEN: 0.0635558, RECALL: 0.0621442, MAP: 0.0269832, MRR: 0.0545837, NDCG: 0.0416762, F1: 0.0250001, HIT_RATE: 0.1564745, ARHR: 0.0590513, NOVELTY: 0.0049640, AVERAGE_POPULARITY: 0.0183724, DIVERSITY_MEAN_INTER_LIST: 0.9960613, DIVERSITY_HERFINDAHL: 0.9995868, COVERAGE_ITEM: 0.4744947, COVERAGE_ITEM_CORRECT: 0.0280269, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0863219, DIVERSITY_GINI: 0.2041186, SHANNON_ENTROPY: 12.5573172, 
SearchBayesianSkopt: Config 623 is suboptimal. Config: {'topK': 1950, 'shrink': 1411, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9661915387570106, 'tversky_beta': 1.061757981541728} - results: ROC_AUC: 0.0754224, PRECISION: 0.0148127, PRECISION_RECALL_MIN_DEN: 0.0614850, RECALL: 0.0602763, MAP: 0.0257596, MRR: 0.0508368, NDCG: 0.0398092, F1: 0.0237812, HIT_RATE: 0.1481266, ARHR: 0.0549171, NOVELTY: 0.0049807, AVERAGE_POPULARITY: 0.0186635, DIVERSITY_MEAN_INTER_LIST: 0.9953081, DIVERSITY_HERFINDAHL: 0.9995115, COVERAGE_ITEM: 0.4510876, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0821694, DIVERSITY_GINI: 0.1844712, SHANNON_ENTROPY: 12.3742960, 
SearchBayesianSkopt: Config 624 is suboptimal. Config: {'topK': 555, 'shrink': 342, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8873835082913712, 'tversky_beta': 1.799654566843931} - results: ROC_AUC: 0.0838489, PRECISION: 0.0164046, PRECISION_RECALL_MIN_DEN: 0.0670750, RECALL: 0.0656135, MAP: 0.0290388, MRR: 0.0578451, NDCG: 0.0443502, F1: 0.0262469, HIT_RATE: 0.1640458, ARHR: 0.0626520, NOVELTY: 0.0049652, AVERAGE_POPULARITY: 0.0184216, DIVERSITY_MEAN_INTER_LIST: 0.9963986, DIVERSITY_HERFINDAHL: 0.9996205, COVERAGE_ITEM: 0.4928585, COVERAGE_ITEM_CORRECT: 0.0292204, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0895936, DIVERSITY_GINI: 0.2217534, SHANNON_ENTROPY: 12.6871378, 
SearchBayesianSkopt: Config 625 is suboptimal. Config: {'topK': 478, 'shrink': 468, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4306171989808968, 'tversky_beta': 0.7322596742150403} - results: ROC_AUC: 0.0831918, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0660252, RECALL: 0.0646469, MAP: 0.0280701, MRR: 0.0561980, NDCG: 0.0431893, F1: 0.0255724, HIT_RATE: 0.1593865, ARHR: 0.0607418, NOVELTY: 0.0049665, AVERAGE_POPULARITY: 0.0183394, DIVERSITY_MEAN_INTER_LIST: 0.9962648, DIVERSITY_HERFINDAHL: 0.9996071, COVERAGE_ITEM: 0.4908181, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0879577, DIVERSITY_GINI: 0.2175871, SHANNON_ENTROPY: 12.6476609, 
SearchBayesianSkopt: Config 626 is suboptimal. Config: {'topK': 308, 'shrink': 1493, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.2904490714756965, 'tversky_beta': 1.7894259517548277} - results: ROC_AUC: 0.0832105, PRECISION: 0.0162299, PRECISION_RECALL_MIN_DEN: 0.0676470, RECALL: 0.0662438, MAP: 0.0282128, MRR: 0.0554811, NDCG: 0.0436797, F1: 0.0260720, HIT_RATE: 0.1622986, ARHR: 0.0600892, NOVELTY: 0.0049590, AVERAGE_POPULARITY: 0.0183763, DIVERSITY_MEAN_INTER_LIST: 0.9963623, DIVERSITY_HERFINDAHL: 0.9996169, COVERAGE_ITEM: 0.4987488, COVERAGE_ITEM_CORRECT: 0.0289894, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0897194, DIVERSITY_GINI: 0.2239202, SHANNON_ENTROPY: 12.6909456, 
SearchBayesianSkopt: Config 627 is suboptimal. Config: {'topK': 1719, 'shrink': 1360, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1556422907720956, 'tversky_beta': 1.4801320108384899} - results: ROC_AUC: 0.0747873, PRECISION: 0.0144632, PRECISION_RECALL_MIN_DEN: 0.0603269, RECALL: 0.0592002, MAP: 0.0252906, MRR: 0.0498905, NDCG: 0.0391389, F1: 0.0232470, HIT_RATE: 0.1446321, ARHR: 0.0536985, NOVELTY: 0.0049925, AVERAGE_POPULARITY: 0.0185308, DIVERSITY_MEAN_INTER_LIST: 0.9946727, DIVERSITY_HERFINDAHL: 0.9994480, COVERAGE_ITEM: 0.4426949, COVERAGE_ITEM_CORRECT: 0.0256015, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0807852, DIVERSITY_GINI: 0.1779826, SHANNON_ENTROPY: 12.2989182, 
SearchBayesianSkopt: Config 628 is suboptimal. Config: {'topK': 1382, 'shrink': 1131, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9961581437617182, 'tversky_beta': 0.38538419248603806} - results: ROC_AUC: 0.0760642, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0611436, RECALL: 0.0599353, MAP: 0.0257581, MRR: 0.0514858, NDCG: 0.0397849, F1: 0.0236045, HIT_RATE: 0.1469618, ARHR: 0.0554788, NOVELTY: 0.0049800, AVERAGE_POPULARITY: 0.0184824, DIVERSITY_MEAN_INTER_LIST: 0.9954830, DIVERSITY_HERFINDAHL: 0.9995290, COVERAGE_ITEM: 0.4612512, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1915297, SHANNON_ENTROPY: 12.4319459, 
SearchBayesianSkopt: Config 629 is suboptimal. Config: {'topK': 1112, 'shrink': 1489, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04043710533870782, 'tversky_beta': 1.8012930723993552} - results: ROC_AUC: 0.0764278, PRECISION: 0.0147156, PRECISION_RECALL_MIN_DEN: 0.0614543, RECALL: 0.0602216, MAP: 0.0254638, MRR: 0.0507841, NDCG: 0.0395940, F1: 0.0236517, HIT_RATE: 0.1471559, ARHR: 0.0546204, NOVELTY: 0.0049808, AVERAGE_POPULARITY: 0.0182667, DIVERSITY_MEAN_INTER_LIST: 0.9951898, DIVERSITY_HERFINDAHL: 0.9994997, COVERAGE_ITEM: 0.4500866, COVERAGE_ITEM_CORRECT: 0.0262560, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0824210, DIVERSITY_GINI: 0.1844446, SHANNON_ENTROPY: 12.3726852, 
SearchBayesianSkopt: Config 630 is suboptimal. Config: {'topK': 769, 'shrink': 924, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1825454403603526, 'tversky_beta': 0.6128478889076553} - results: ROC_AUC: 0.0803519, PRECISION: 0.0152786, PRECISION_RECALL_MIN_DEN: 0.0631155, RECALL: 0.0618135, MAP: 0.0268457, MRR: 0.0537553, NDCG: 0.0413495, F1: 0.0245012, HIT_RATE: 0.1527859, ARHR: 0.0579144, NOVELTY: 0.0049676, AVERAGE_POPULARITY: 0.0183109, DIVERSITY_MEAN_INTER_LIST: 0.9958038, DIVERSITY_HERFINDAHL: 0.9995610, COVERAGE_ITEM: 0.4710683, COVERAGE_ITEM_CORRECT: 0.0272570, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0849377, DIVERSITY_GINI: 0.2010762, SHANNON_ENTROPY: 12.5173706, 
SearchBayesianSkopt: Config 631 is suboptimal. Config: {'topK': 1647, 'shrink': 1352, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6444724558664994, 'tversky_beta': 1.3738456405211574} - results: ROC_AUC: 0.0757683, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0609645, RECALL: 0.0597546, MAP: 0.0257789, MRR: 0.0513456, NDCG: 0.0397110, F1: 0.0235404, HIT_RATE: 0.1465735, ARHR: 0.0553358, NOVELTY: 0.0049810, AVERAGE_POPULARITY: 0.0186115, DIVERSITY_MEAN_INTER_LIST: 0.9953826, DIVERSITY_HERFINDAHL: 0.9995189, COVERAGE_ITEM: 0.4551684, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1871411, SHANNON_ENTROPY: 12.3969449, 
SearchBayesianSkopt: Config 632 is suboptimal. Config: {'topK': 207, 'shrink': 1612, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1246551167566277, 'tversky_beta': 1.8723950426573017} - results: ROC_AUC: 0.0867523, PRECISION: 0.0167346, PRECISION_RECALL_MIN_DEN: 0.0691772, RECALL: 0.0677985, MAP: 0.0291050, MRR: 0.0585435, NDCG: 0.0450256, F1: 0.0268435, HIT_RATE: 0.1673461, ARHR: 0.0633064, NOVELTY: 0.0049641, AVERAGE_POPULARITY: 0.0184796, DIVERSITY_MEAN_INTER_LIST: 0.9966356, DIVERSITY_HERFINDAHL: 0.9996442, COVERAGE_ITEM: 0.5175746, COVERAGE_ITEM_CORRECT: 0.0297979, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0921102, DIVERSITY_GINI: 0.2391731, SHANNON_ENTROPY: 12.7950073, 
SearchBayesianSkopt: Config 633 is suboptimal. Config: {'topK': 342, 'shrink': 1871, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6834244055180924, 'tversky_beta': 1.1317136526893914} - results: ROC_AUC: 0.0834943, PRECISION: 0.0161522, PRECISION_RECALL_MIN_DEN: 0.0668902, RECALL: 0.0655273, MAP: 0.0284373, MRR: 0.0567147, NDCG: 0.0437582, F1: 0.0259162, HIT_RATE: 0.1615220, ARHR: 0.0613024, NOVELTY: 0.0049539, AVERAGE_POPULARITY: 0.0182604, DIVERSITY_MEAN_INTER_LIST: 0.9963541, DIVERSITY_HERFINDAHL: 0.9996161, COVERAGE_ITEM: 0.5012127, COVERAGE_ITEM_CORRECT: 0.0289124, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0893419, DIVERSITY_GINI: 0.2250472, SHANNON_ENTROPY: 12.6953815, 
SearchBayesianSkopt: Config 634 is suboptimal. Config: {'topK': 1497, 'shrink': 2069, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7449620389953877, 'tversky_beta': 1.350386810140463} - results: ROC_AUC: 0.0755259, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0607410, RECALL: 0.0594987, MAP: 0.0258098, MRR: 0.0514891, NDCG: 0.0397105, F1: 0.0235705, HIT_RATE: 0.1469618, ARHR: 0.0554766, NOVELTY: 0.0049790, AVERAGE_POPULARITY: 0.0185351, DIVERSITY_MEAN_INTER_LIST: 0.9953706, DIVERSITY_HERFINDAHL: 0.9995177, COVERAGE_ITEM: 0.4575938, COVERAGE_ITEM_CORRECT: 0.0261405, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1887852, SHANNON_ENTROPY: 12.4070772, 
SearchBayesianSkopt: Config 635 is suboptimal. Config: {'topK': 1596, 'shrink': 582, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4483848472498384, 'tversky_beta': 1.6716931716906136} - results: ROC_AUC: 0.0765676, PRECISION: 0.0150844, PRECISION_RECALL_MIN_DEN: 0.0626082, RECALL: 0.0613620, MAP: 0.0262506, MRR: 0.0520799, NDCG: 0.0405513, F1: 0.0242160, HIT_RATE: 0.1508445, ARHR: 0.0563759, NOVELTY: 0.0049766, AVERAGE_POPULARITY: 0.0186833, DIVERSITY_MEAN_INTER_LIST: 0.9956866, DIVERSITY_HERFINDAHL: 0.9995493, COVERAGE_ITEM: 0.4590568, COVERAGE_ITEM_CORRECT: 0.0267950, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0833019, DIVERSITY_GINI: 0.1914927, SHANNON_ENTROPY: 12.4492161, 
SearchBayesianSkopt: Config 636 is suboptimal. Config: {'topK': 87, 'shrink': 1097, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.748063106982681, 'tversky_beta': 0.5707133463656996} - results: ROC_AUC: 0.0838483, PRECISION: 0.0174141, PRECISION_RECALL_MIN_DEN: 0.0693214, RECALL: 0.0678352, MAP: 0.0292104, MRR: 0.0576408, NDCG: 0.0452383, F1: 0.0277137, HIT_RATE: 0.1741409, ARHR: 0.0634533, NOVELTY: 0.0049445, AVERAGE_POPULARITY: 0.0184847, DIVERSITY_MEAN_INTER_LIST: 0.9969755, DIVERSITY_HERFINDAHL: 0.9996782, COVERAGE_ITEM: 0.5541097, COVERAGE_ITEM_CORRECT: 0.0315688, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0926136, DIVERSITY_GINI: 0.2676581, SHANNON_ENTROPY: 12.9640844, 
SearchBayesianSkopt: Config 637 is suboptimal. Config: {'topK': 914, 'shrink': 1090, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2134827119287261, 'tversky_beta': 0.9205110927584432} - results: ROC_AUC: 0.0792586, PRECISION: 0.0153951, PRECISION_RECALL_MIN_DEN: 0.0627121, RECALL: 0.0613209, MAP: 0.0266846, MRR: 0.0538021, NDCG: 0.0411606, F1: 0.0246113, HIT_RATE: 0.1539507, ARHR: 0.0580917, NOVELTY: 0.0049626, AVERAGE_POPULARITY: 0.0183174, DIVERSITY_MEAN_INTER_LIST: 0.9958808, DIVERSITY_HERFINDAHL: 0.9995687, COVERAGE_ITEM: 0.4707988, COVERAGE_ITEM_CORRECT: 0.0273725, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0851894, DIVERSITY_GINI: 0.2002736, SHANNON_ENTROPY: 12.5174485, 
SearchBayesianSkopt: Config 638 is suboptimal. Config: {'topK': 64, 'shrink': 1085, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2946449868464385, 'tversky_beta': 1.1798959464818415} - results: ROC_AUC: 0.0855520, PRECISION: 0.0171035, PRECISION_RECALL_MIN_DEN: 0.0686804, RECALL: 0.0671924, MAP: 0.0293384, MRR: 0.0588560, NDCG: 0.0452400, F1: 0.0272664, HIT_RATE: 0.1710348, ARHR: 0.0645633, NOVELTY: 0.0049514, AVERAGE_POPULARITY: 0.0182587, DIVERSITY_MEAN_INTER_LIST: 0.9969803, DIVERSITY_HERFINDAHL: 0.9996787, COVERAGE_ITEM: 0.5631569, COVERAGE_ITEM_CORRECT: 0.0312608, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0917327, DIVERSITY_GINI: 0.2742925, SHANNON_ENTROPY: 12.9950700, 
SearchBayesianSkopt: Config 639 is suboptimal. Config: {'topK': 506, 'shrink': 1107, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2270652991382072, 'tversky_beta': 0.09151428903237414} - results: ROC_AUC: 0.0820155, PRECISION: 0.0160551, PRECISION_RECALL_MIN_DEN: 0.0665809, RECALL: 0.0651834, MAP: 0.0278670, MRR: 0.0558311, NDCG: 0.0431105, F1: 0.0257643, HIT_RATE: 0.1605513, ARHR: 0.0603626, NOVELTY: 0.0049625, AVERAGE_POPULARITY: 0.0183557, DIVERSITY_MEAN_INTER_LIST: 0.9962802, DIVERSITY_HERFINDAHL: 0.9996087, COVERAGE_ITEM: 0.4913186, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0884611, DIVERSITY_GINI: 0.2178848, SHANNON_ENTROPY: 12.6503478, 
SearchBayesianSkopt: Config 640 is suboptimal. Config: {'topK': 1424, 'shrink': 63, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.17129609543935, 'tversky_beta': 1.6667934690330384} - results: ROC_AUC: 0.0822538, PRECISION: 0.0165405, PRECISION_RECALL_MIN_DEN: 0.0683178, RECALL: 0.0669181, MAP: 0.0288567, MRR: 0.0563440, NDCG: 0.0444053, F1: 0.0265247, HIT_RATE: 0.1654048, ARHR: 0.0614950, NOVELTY: 0.0049659, AVERAGE_POPULARITY: 0.0187253, DIVERSITY_MEAN_INTER_LIST: 0.9963098, DIVERSITY_HERFINDAHL: 0.9996116, COVERAGE_ITEM: 0.4913571, COVERAGE_ITEM_CORRECT: 0.0295284, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0894677, DIVERSITY_GINI: 0.2203091, SHANNON_ENTROPY: 12.6722921, 
SearchBayesianSkopt: Config 641 is suboptimal. Config: {'topK': 1764, 'shrink': 2351, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5307936998155593, 'tversky_beta': 1.0277274950317723} - results: ROC_AUC: 0.0749107, PRECISION: 0.0146768, PRECISION_RECALL_MIN_DEN: 0.0610031, RECALL: 0.0598010, MAP: 0.0254741, MRR: 0.0502017, NDCG: 0.0394524, F1: 0.0235691, HIT_RATE: 0.1467676, ARHR: 0.0541795, NOVELTY: 0.0049844, AVERAGE_POPULARITY: 0.0186142, DIVERSITY_MEAN_INTER_LIST: 0.9950591, DIVERSITY_HERFINDAHL: 0.9994866, COVERAGE_ITEM: 0.4521655, COVERAGE_ITEM_CORRECT: 0.0261020, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1842744, SHANNON_ENTROPY: 12.3587859, 
SearchBayesianSkopt: Config 642 is suboptimal. Config: {'topK': 1344, 'shrink': 652, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4549638095993265, 'tversky_beta': 1.38924432491697} - results: ROC_AUC: 0.0778002, PRECISION: 0.0149291, PRECISION_RECALL_MIN_DEN: 0.0619757, RECALL: 0.0607299, MAP: 0.0263304, MRR: 0.0527534, NDCG: 0.0405226, F1: 0.0239666, HIT_RATE: 0.1492914, ARHR: 0.0569832, NOVELTY: 0.0049742, AVERAGE_POPULARITY: 0.0184655, DIVERSITY_MEAN_INTER_LIST: 0.9957729, DIVERSITY_HERFINDAHL: 0.9995580, COVERAGE_ITEM: 0.4636766, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0827985, DIVERSITY_GINI: 0.1946329, SHANNON_ENTROPY: 12.4744345, 
